X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC版詳細情報,駐輪場 携帯電話版詳細情報,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.4811527,34.7160972,大阪市立淀川図書館,おおさかしりつよどがわとしょかん,大阪市立淀川図書館（おおさかしりつよどがわとしょかん）,淀川区新北野1-10-14,淀川区,06-6305-2346,,,,http://www.oml.city.osaka.jp/riyou/61yodogawa.html,http://www.osaka-bfmap.jp/sisetu_data/data/120501.php?bunrui=1&name=12.php,,,文化・観光,図書館,文化・観光/図書館,151,2494
135.508567,34.7156859,大阪市立北図書館,おおさかしりつきたとしょかん,大阪市立北図書館（おおさかしりつきたとしょかん）,北区本庄東3-8-2,北区,06-6375-0410,,,,http://www.oml.city.osaka.jp/info/51kita/,http://www.osaka-bfmap.jp/sisetu_data/data/010501.php?bunrui=3&name=search_name.php,,,文化・観光,図書館,文化・観光/図書館,151,1783
135.5424418,34.720828,大阪市立旭図書館,おおさかしりつあさひとしょかん,大阪市立旭図書館（おおさかしりつあさひとしょかん）,旭区中宮1-11-14,旭区,06-6955-0307,06-6955-0287,,,http://www.oml.city.osaka.jp/info/65asahi/,http://www.osaka-bfmap.jp/sisetu_data/data/160501.php?bunrui=1&name=16.php,,,文化・観光,図書館,文化・観光/図書館,151,895
135.5197557,34.7338612,大阪市立東淀川図書館,おおさかしりつひがしよどがわとしょかん,大阪市立東淀川図書館（おおさかしりつひがしよどがわとしょかん）,東淀川区東淡路1-4-53,東淀川区,06-6323-5476,,,,http://www.oml.city.osaka.jp/info/62higashiyodogawa/,,,,文化・観光,図書館,文化・観光/図書館,151,255
135.5735138,34.704533,大阪市立鶴見図書館,おおさかしりつつるみとしょかん,大阪市立鶴見図書館（おおさかしりつつるみとしょかん）,鶴見区横堤5-3-15,鶴見区,06-6913-0772,06-6913-3975,,,http://www.oml.city.osaka.jp/info/67tsurumi/,,,,文化・観光,図書館,文化・観光/図書館,151,4118
135.5023309,34.6213782,大阪府公文書館,,大阪府公文書館（）,住吉区帝塚山東2丁目1番44号,住吉区,06-6675-5551,06-6675-5552　,,,http://www.pref.osaka.jp/archives/index.html,,,,文化・観光,図書館,文化・観光/図書館,112,453
135.5218423,34.6110029,長居植物園,ながいしょくぶつえん,長居植物園（ながいしょくぶつえん）,東住吉区長居公園内,東住吉区,06-6696-7117,,,,http://www.ocsga.or.jp/n-syoku/index.html,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,3118
135.5736277,34.710103,咲くやこの花館,さくやこのはなかん,咲くやこの花館（さくやこのはなかん）,鶴見区緑地公園２－１６３,大阪市以外,06-6912-0055,06-6913-8711,,,http://www.sakuyakonohana.com/,http://www.osaka-bfmap.jp/sisetu_data/data/180401.php?bunrui=1&name=18.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,4119
135.5116668,34.7102359,住まいのミュージアム「大阪くらしの今昔館」,すまいのみゅーじあむ「おおさかくらしのこんじゃくかん」,住まいのミュージアム「大阪くらしの今昔館」（すまいのみゅーじあむ「おおさかくらしのこんじゃくかん」）,北区天神橋6-4-20,北区,06-6242-1170,06-6354-3002,,,http://konjyakukan.com/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,70
135.4961891,34.6864329,大阪科学技術館,おおさかかがくぎじゅつかん,大阪科学技術館（おおさかかがくぎじゅつかん）,西区靱本町1-8-4,西区,06-6441-0915,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/060401.php?bunrui=1&amp;amp;amp;name=6.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,63
135.4967478,34.6831845,アジア・太平洋人権情報センター(ヒューライツ大阪),あじあたいへいようじんけんじょうほうせんたー（ひゅーらいつおおさか）,アジア・太平洋人権情報センター(ヒューライツ大阪)（あじあたいへいようじんけんじょうほうせんたー（ひゅーらいつおおさか））,西区西本町1-7-7 CE西本町ビル8階,西区,06-6543-7003,06-6543-7004,国際的な人権情報の収集・提供,,http://www.hurights.or.jp/index_j.html,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1052
135.4288107,34.654564,海遊館,かいゆうかん,海遊館（かいゆうかん）,港区海岸通1-1-10,港区,06-6576-5501,,,,http://www.kaiyukan.com/index.html,http://www.osaka-bfmap.jp/sisetu_data/data/070401.php?bunrui=1&name=7.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1964
135.4379998,34.651072,海岸通ギャラリーCASO,かいがんどおりぎゃらりーかそ,海岸通ギャラリーCASO（かいがんどおりぎゃらりーかそ）,港区海岸通2-7-23,港区,06-6576-3633,,,,http://www.cwo.zaq.ne.jp/caso/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1967
135.4864502,34.6545219,大阪人権博物館（リバティおおさか）,おおさかじんけんはくぶつかん（りばてぃおおさか）,大阪人権博物館（リバティおおさか）（おおさかじんけんはくぶつかん（りばてぃおおさか））,浪速区浪速西3-6-36,浪速区,06-6561-5891,06-6561-5995,,,http://www.liberty.or.jp/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,2678
135.5223247,34.610264,自然史博物館,しぜんしはくぶつかん,自然史博物館（しぜんしはくぶつかん）,東住吉区長居公園内,東住吉区,06-6697-6221,06-6697-6225,,,http://www.mus-nh.city.osaka.jp/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,3113
135.5792689,34.610156,クラフトパーク,くらふとぱーく,クラフトパーク（くらふとぱーく）,平野区長吉六反1-8-44,平野区,06-4302-9210,06-4302-9212,,,,http://www.osaka-bfmap.jp/sisetu_data/data/230401.php?bunrui=1&name=23.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,146,2356
135.5076049,34.6507395,天王寺動物園,てんのうじどうぶつえん,天王寺動物園（てんのうじどうぶつえん）,天王寺区茶臼山町1-108　天王寺公園内,天王寺区,06-6771-8401 (天王寺動植物公園事務所),,,,http://www.jazga.or.jp/tennoji,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,4324
135.5103248,34.651286,天王寺動植物公園事務所,てんのうじどうしょくぶつこうえんじむしょ,天王寺動植物公園事務所（てんのうじどうしょくぶつこうえんじむしょ）,天王寺区茶臼山1-108,天王寺区,06-6771-8401,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,4318
135.510442,34.650142,市立美術館,しりつびじゅつかん,市立美術館（しりつびじゅつかん）,天王寺区茶臼山1-82,天王寺区,06-6771-4874,,,,http://www.city.osaka.lg.jp/museum/,http://www.osaka-bfmap.jp/sisetu_data/data/090401.php?bunrui=1&name=9.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,4319
135.511361,34.6505862,長生庵,ちょうせいあん,長生庵（ちょうせいあん）,天王寺区茶臼山町1-108　天王寺公園慶沢園内,天王寺区,06-6771-8401(天王寺動植物公園事務所),,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,4322
135.5110329,34.649883,慶沢園,けいたくえん,慶沢園（けいたくえん）,天王寺区茶臼山町1-108　天王寺公園内,天王寺区,06-6771-8401(天王寺動植物公園事務所),,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,4323
135.4986078,34.661133,日本工芸館,にほんこうげいかん,日本工芸館（にほんこうげいかん）,浪速区難波中3-7-6,浪速区,06-6641-6309,,,,http://www.nihon-kogeikan.or.jp/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,2632
135.4316418,34.6660081,ユニバーサル・スタジオ・ジャパン,ゆにばーさる・すたじお・じゃぱん,ユニバーサル・スタジオ・ジャパン（ゆにばーさる・すたじお・じゃぱん）,此花区桜島2-1-33,此花区,6465-3000,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1141
135.462414,34.6697691,交通科学博物館,こうつうかがくはくぶつかん,交通科学博物館（こうつうかがくはくぶつかん）,港区波除3-11-10,港区,06-6581-5771,,,,http://www.mtm.or.jp/index.html,http://www.osaka-bfmap.jp/sisetu_data/data/070402.php?bunrui=1&name=7.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,975
135.462478,34.6935249,下水道科学館,げすいどうかがくかん,下水道科学館（げすいどうかがくかん）,此花区高見1-2-53,此花区,6466-3170,6466-3165,,,http://www.city-osaka-sewerage-museum.or.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/040401.php?bunrui=1&name=4.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1134
135.5021921,34.6679531,上方浮世絵館,かみがたうきよえかん,上方浮世絵館（かみがたうきよえかん）,中央区難波1-6-4,中央区,06-6211-0303,06-6211-0393,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,715
135.5030578,34.6646249,府立上方演芸資料館（ワッハ上方）,ふりつかみがたえんげいしりょうかん（わっはかみがた）,府立上方演芸資料館（ワッハ上方）（ふりつかみがたえんげいしりょうかん（わっはかみがた））,中央区難波千日前12-7　ＹＥＳ・ＮＡＭＢＡビル,中央区,06-6631-0884,06-6636-1996,,,http://www.wahha.or.jp/,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,713
135.5084558,34.6673609,国立文楽劇場,こくりつぶんらくげきじょう,国立文楽劇場（こくりつぶんらくげきじょう）,中央区日本橋1-12-10,中央区,06-6212-2531,06-6212-1202,,,,http://www.osaka-bfmap.jp/sisetu_data/data/050406.php?bunrui=1&name=5.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,716
135.5022467,34.6875168,湯木美術館,ゆきびじゅつかん,湯木美術館（ゆきびじゅつかん）,中央区平野町3-3-9,中央区,06-6203-0188,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,867
135.4921581,34.691764,国立国際美術館,こくりつこくさいびじゅつかん,国立国際美術館（こくりつこくさいびじゅつかん）,北区中之島4-2-55,北区,06-6447-4680,,,,,http://www.osaka-bfmap.jp/sisetu_data/data/010404.php?bunrui=1&name=1.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,168
135.491506,34.6912721,科学館,かがくかん,科学館（かがくかん）,北区中之島4-2-1,北区,06-6444-5656,,,,http://www.sci-museum.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/010401.php?bunrui=3&name=search_name.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1785
135.5032438,34.6912078,適塾,てきじゅく,適塾（てきじゅく）,中央区北浜3-3-8,中央区,06-6231-1970,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,714
135.5182472,34.683842,府立現代美術センター,ふりつげんだいびじゅつせんたー,府立現代美術センター（ふりつげんだいびじゅつせんたー）,中央区大手前3-1-43　大阪府新別館北館・南館,中央区,06-4790-8520,06-4790-8522,,,http://www.osaka-art.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/051403.php?bunrui=1&name=5.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,654
135.5207171,34.6825581,大阪歴史博物館,おおさかれきしはくぶつかん,大阪歴史博物館（おおさかれきしはくぶつかん）,中央区大手前4-1-32,中央区,06-6946-5728,06-6946-2662,,,http://www.mus-his.city.osaka.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/050404.php?bunrui=1&name=5.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,711
135.5295862,34.6817669,ピースおおさか：大阪国際平和センター,ぴーすおおさか：おおさかこくさいへいわせんたー,ピースおおさか：大阪国際平和センター（ぴーすおおさか：おおさかこくさいへいわせんたー）,中央区大阪城2-1,中央区,06-6947-7208,06-6943-6080,,,http://www.peace-osaka.or.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/050405.php?bunrui=1&name=5.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,653
135.525822,34.687447,大阪城天守閣,おおさかじょうてんしゅかく,大阪城天守閣（おおさかじょうてんしゅかく）,中央区大阪城1-1,中央区,06-6941-3044,06-6941-2197,,,http://www.osakacastle.net/,http://www.osaka-bfmap.jp/sisetu_data/data/050401.php?bunrui=1&name=5.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,201,712
135.5609237,34.6699161,深江郷土資料館,ふかえきょうどしりょうかん,深江郷土資料館（ふかえきょうどしりょうかん）,東成区深江南3-16-14,東成区,06-6977-5555,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,19257
135.5053223,34.693475,東洋陶磁美術館,とうようとうじびじゅつかん,東洋陶磁美術館（とうようとうじびじゅつかん）,北区中之島1-1-26,北区,06-6223-0055,,,,http://www.moco.or.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/010402.php?bunrui=1&name=1.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,1784
135.5102224,34.7048421,キッズプラザ大阪,きっずぷらざおおさか,キッズプラザ大阪（きっずぷらざおおさか）,北区扇町2-1-7,北区,06-6311-6601,,,,http://www.kidsplaza.or.jp/,http://www.osaka-bfmap.jp/sisetu_data/data/010403.php?bunrui=3&name=search_name.php,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1786
135.5216813,34.6959002,造幣博物館,ぞうへいはくぶつかん,造幣博物館（ぞうへいはくぶつかん）,北区天満1-1-79,北区,06-6351-8509,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,150,1788
135.5250392,34.6950471,藤田美術館,ふじたびじゅつかん,藤田美術館（ふじたびじゅつかん）,都島区網島町10-32,都島区,06-6351-0852,,,,,,,,文化・観光,美術館・博物館,文化・観光/美術館・博物館,152,3043
135.5214109,34.6981107,泉布観,せんぷかん,泉布観（せんぷかん）,北区天満橋1丁目1番1号,中央区,,,登録年月日：平成22年3月5日　概要：明治4年（1871年）落成。造幣寮（現在の造幣局）の応接所として建設。全国でも最も古い洋風建築の一つである。明治天皇自身が命名。大正6年(1917年)に大阪市に移管された。昭和31年（1956年）、洋風建築としては全国に先駆けて国の重要文化財に指定された。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,13037
135.499508,34.628021,阿部野神社,あべのじんじゃ,阿部野神社（あべのじんじゃ）,阿倍野区北畠３丁目７－２０,阿倍野区,,,北畠親房と北畠顕家の両公が祀られている。神社は顕家が足利軍と戦った古戦場にあり、明治15年(1882年)に阿部野神社と号して別格官幣社に列せられた。現在の社殿は昭和43年(1968年)に再建されたものである。また、両公の生前の遺徳から知恵と勇気と学問の神として地域の人々から深く信仰されている。全国にある建武の中興に尽力された天皇、皇子、そして多くの忠臣義士をお祀りしている「建武中興十五社」の一つにも数えられている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95660
135.517999,34.625651,阿倍野長屋,あべのながや,阿倍野長屋（あべのながや）,阿倍野区昭和町４丁目６－８,阿倍野区,,,あびこ筋から東に一歩路地へ進むと、少し懐かしい下町の姿があり、その一角に「阿倍野長屋」が所在する。中には、洋館があったり、中庭を覗める縁側があったり、一度腰を下ろすと気持ちが和む場所である。様々な人が利用できるスペースとして、時間単位や1日単位でレンタル可能で、交流会、パソコン教室、ヨガ教室、展示会など様々なイベントに利用されている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95664
135.513209,34.646541,阿倍野歩道橋,あべのほどうきょう,阿倍野歩道橋（あべのほどうきょう）,阿倍野区阿倍野筋１丁目５,阿倍野区,,,本歩道橋は、阿倍野再開発事業の一環として架け替えが計画され、平成18～19年度（2006～7年度）にかけて「阿倍野歩道橋デザイン・設計コンペ」を実施し、「大阪の南の玄関口に相応しいランドマーク的な位置づけ」、「開放的な歩行者空間の創出」、「バリアフリー化を推進し、賑わいある通行路を確保」などの条件提示のもとで公募した中から、『阿倍野（abeno）の「ａ」からまちがはじまる』というテーマでデザインされた作品を最優秀作品として決定し、そのデザインをもとに設計、施工が行われ、平成25年4月に全面通行を開始している。様々に高さを変える屋根や構造体による変化に富んだ空間と、道路にせり出し天王寺公園を望む展望スペースなどにより、歩く・話す・眺める・待ち合わせるなど、多様な活動の起点となる新しいタイプの歩道橋が誕生した。本歩道橋は平成25年度（2013年度）に土木学会関西支部 技術賞、平成26年度(2014年度)にグッドデザイン賞を受賞している。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95641
135.510435,34.640874,阿倍野区民センター,あべのくみんせんたー,阿倍野区民センター（あべのくみんせんたー）,阿倍野区阿倍野筋４丁目１９－１１８,阿倍野区,,,大阪市では、コミュニティ活動の拠点となる多目的な集合施設として、各区に区民センターもしくは区民ホール、会場を整備している。収容人数が600人を超える大ホールや集会室だけではなく、スタジオや調理実習室、アトリエ兼工作室も完備されている。平成14年1月完成、地上12階、地下1階（地下1階～2階は区民センター、3階は図書館、4階～12階は公社賃貸住宅)。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95644
135.50271,34.630136,阿倍野七坂（相親坂）,あべのななさか（あいしんざか）,阿倍野七坂（相親坂）（あべのななさか（あいしんざか））,阿倍野区相生通２丁目,阿倍野区,,,阿倍野区の西側一帯は南北に続く上町台地の西端に位置し、起伏に富んだ地形になっている。安倍晴明神社、阿倍王子神社から熊野街道を南に下り、最初の十字交差点を西へ入ると、相生通に出る。相生通周辺やその南の阿部野神社周辺は、浸食によりいくつかの谷ができたため、坂の多い地形になっている。阿部野神社の社から名付けられた「やしろ坂」、正面参道に続く坂道の「みや坂」といった神社に由来している坂をはじめ、かつては名前の通り桜並木の美しかった「さくら坂」、他にも「みどり坂」や「みなみ坂」がある。また、相生通にある相生郵便局の角から北に上る細くて急な坂道は「相親坂」と呼ばれており、相生通の人たちが王子町方面へ買い物に出かけるとき、この坂の下でよく出会い挨拶を交わしたことから名前がついたと言われている。その東側にあり南へ上る坂道は、「相生阪」と呼ばれている。紀州街道の天神ノ森から東へ延びる町並みが、坂付近で相接するので名前がついたと言われている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95657
135.503563,34.629597,阿倍野七坂（相生阪）,あべのななさか（あいおいざか）,阿倍野七坂（相生阪）（あべのななさか（あいおいざか））,阿倍野区相生通１丁目,阿倍野区,,,阿倍野区の西側一帯は南北に続く上町台地の西端に位置し、起伏に富んだ地形になっている。安倍晴明神社、阿倍王子神社から熊野街道を南に下り、最初の十字交差点を西へ入ると、相生通に出る。相生通周辺やその南の阿部野神社周辺は、浸食によりいくつかの谷ができたため、坂の多い地形になっている。阿部野神社の社から名付けられた「やしろ坂」、正面参道に続く坂道の「みや坂」といった神社に由来している坂をはじめ、かつては名前の通り桜並木の美しかった「さくら坂」、他にも「みどり坂」や「みなみ坂」がある。また、相生通にある相生郵便局の角から北に上る細くて急な坂道は「相親坂」と呼ばれており、相生通の人たちが王子町方面へ買い物に出かけるとき、この坂の下でよく出会い挨拶を交わしたことから名前がついたと言われている。その東側にあり南へ上る坂道は、「相生阪」と呼ばれている。紀州街道の天神ノ森から東へ延びる町並みが、坂付近で相接するので名前がついたと言われている。,,,,,,文化・観光,都市景観資源,文化・観光/都市景観資源,167,95658
